날짜,시간,구장,경기원정팀홈팀,구분,중계방송사
2024.05.21 화,18:30,한화생명 이글스 파크,종료  LG  4  한화  8,페넌트레이스,MBC SPORTS+
2024.05.21 화,18:30,고척 스카이돔,종료  NC  5  키움  3,페넌트레이스,SBS SPORTS
2024.05.21 화,18:30,잠실야구장,종료  SSG  6  두산  8,페넌트레이스,SPOTV2
2024.05.22 수,18:30,사직야구장,종료  KIA  2  롯데  4,페넌트레이스,SPOTV
2024.05.22 수,18:30,대구 삼성 라이온즈 파크,종료  KT  1  삼성  3,페넌트레이스,KBS N SPORTS
2024.05.22 수,18:30,한화생명 이글스 파크,종료  LG  5  한화  7,페넌트레이스,MBC SPORTS+
2024.05.22 수,18:30,고척 스카이돔,종료  NC  4  키움  3,페넌트레이스,SBS SPORTS
2024.05.22 수,18:30,잠실야구장,종료  SSG  1  두산  3,페넌트레이스,SPOTV2
2024.05.23 목,18:30,사직야구장,종료  KIA  6  롯데  10,페넌트레이스,SPOTV
2024.05.23 목,18:30,대구 삼성 라이온즈 파크,종료  KT  9  삼성  2,페넌트레이스,KBS N SPORTS
2024.05.23 목,18:30,한화생명 이글스 파크,종료  LG  8  한화  4,페넌트레이스,MBC SPORTS+
2024.05.23 목,18:30,고척 스카이돔,종료  NC  4  키움  6,페넌트레이스,SBS SPORTS
2024.05.23 목,18:30,잠실야구장,종료  SSG  3  두산  10,페넌트레이스,SPOTV2
2024.05.24 금,18:30,인천 SSG 랜더스 필드,종료  한화  7  SSG  5,페넌트레이스,SPOTV
2024.05.24 금,18:30,잠실야구장,종료  NC  4  LG  11,페넌트레이스,SPOTV2
2024.05.24 금,18:30,광주-기아 챔피언스필드,종료  두산  7  KIA  5,페넌트레이스,SBS SPORTS
2024.05.24 금,18:30,사직야구장,종료  삼성  11  롯데  5,페넌트레이스,MBC SPORTS+
2024.05.24 금,18:30,수원 케이티위즈 파크,종료  키움  4  KT  5,페넌트레이스,KBS N SPORTS
2024.05.25 토,14:00,잠실야구장,종료  NC  6  LG  10,페넌트레이스,KBS 2TV
2024.05.25 토,14:00,광주-기아 챔피언스필드,종료  두산  2  KIA  6,페넌트레이스,SBS TV
2024.05.25 토,17:00,인천 SSG 랜더스 필드,종료  한화  4  SSG  2,페넌트레이스,MBC SPORTS+
2024.05.25 토,17:00,사직야구장,종료  삼성  6  롯데  7,페넌트레이스,SBS SPORTS
2024.05.25 토,17:00,수원 케이티위즈 파크,종료  키움  2  KT  5,페넌트레이스,KBS N SPORTS
2024.05.26 일,14:00,인천 SSG 랜더스 필드,경기취소  한화  -  SSG  -,,SPOTV
2024.05.26 일,14:00,잠실야구장,종료  NC  3  LG  6,페넌트레이스,MBC TV
2024.05.26 일,14:00,광주-기아 챔피언스필드,종료  두산  2  KIA  5,페넌트레이스,SBS SPORTS
2024.05.26 일,14:00,사직야구장,종료  삼성  1  롯데  9,페넌트레이스,MBC SPORTS+
2024.05.26 일,14:00,수원 케이티위즈 파크,경기취소  키움  -  KT  -,페넌트레이스,KBS N SPORTS
2024.05.27 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.05.28 화,18:30,창원NC파크,종료  KIA  11  NC  8,페넌트레이스,KBS N SPORTS
2024.05.28 화,18:30,잠실야구장,종료  KT  12  두산  3,페넌트레이스,SPOTV2
2024.05.28 화,18:30,인천 SSG 랜더스 필드,종료  LG  7  SSG  5,페넌트레이스,SPOTV
2024.05.28 화,18:30,한화생명 이글스 파크,종료  롯데  3  한화  12,페넌트레이스,SBS SPORTS
2024.05.28 화,18:30,대구 삼성 라이온즈 파크,종료  키움  4  삼성  3,페넌트레이스,MBC SPORTS+
2024.05.29 수,18:30,창원NC파크,종료  KIA  6  NC  3,페넌트레이스,KBS N SPORTS
2024.05.29 수,18:30,잠실야구장,종료  KT  6  두산  12,페넌트레이스,SPOTV2
2024.05.29 수,18:30,인천 SSG 랜더스 필드,종료  LG  13  SSG  4,페넌트레이스,SPOTV
2024.05.29 수,18:30,한화생명 이글스 파크,종료  롯데  0  한화  3,페넌트레이스,SBS SPORTS
2024.05.29 수,18:30,대구 삼성 라이온즈 파크,종료  키움  11  삼성  5,페넌트레이스,MBC SPORTS+
2024.05.30 목,18:30,창원NC파크,종료  KIA  11  NC  2,페넌트레이스,KBS N SPORTS
2024.05.30 목,18:30,잠실야구장,종료  KT  1  두산  6,페넌트레이스,SPOTV2
2024.05.30 목,18:30,인천 SSG 랜더스 필드,종료  LG  2  SSG  8,페넌트레이스,SPOTV
2024.05.30 목,18:30,한화생명 이글스 파크,종료  롯데  0  한화  15,페넌트레이스,SBS SPORTS
2024.05.30 목,18:30,대구 삼성 라이온즈 파크,종료  키움  2  삼성  4,페넌트레이스,MBC SPORTS+
2024.05.31 금,18:30,대구 삼성 라이온즈 파크,종료  한화  6  삼성  8,페넌트레이스,SPOTV2
2024.05.31 금,18:30,광주-기아 챔피언스필드,종료  KT  8  KIA  5,페넌트레이스,MBC SPORTS+
2024.05.31 금,18:30,잠실야구장,종료  LG  6  두산  3,페넌트레이스,SPOTV
2024.05.31 금,18:30,사직야구장,종료  NC  5  롯데  13,페넌트레이스,KBS N SPORTS
2024.05.31 금,18:30,고척 스카이돔,종료  SSG  4  키움  2,페넌트레이스,SBS SPORTS
2024.06.01 토,17:00,대구 삼성 라이온즈 파크,종료  한화  4  삼성  6,페넌트레이스,SPOTV2
2024.06.01 토,17:00,광주-기아 챔피언스필드,종료  KT  2  KIA  4,페넌트레이스,MBC SPORTS+
2024.06.01 토,17:00,잠실야구장,종료  LG  8  두산  5,페넌트레이스,SPOTV
2024.06.01 토,17:00,사직야구장,종료  NC  4  롯데  2,페넌트레이스,KBS N SPORTS
2024.06.01 토,17:00,고척 스카이돔,종료  SSG  9  키움  0,페넌트레이스,SBS SPORTS
2024.06.02 일,14:00,고척 스카이돔,종료  SSG  6  키움  2,페넌트레이스,SPOTV
2024.06.02 일,14:00,잠실야구장,종료  LG  9  두산  1,페넌트레이스,MBC TV
2024.06.02 일,17:00,대구 삼성 라이온즈 파크,종료  한화  0  삼성  1,페넌트레이스,SPOTV2
2024.06.02 일,17:00,광주-기아 챔피언스필드,종료  KT  11  KIA  3,페넌트레이스,MBC SPORTS+
2024.06.02 일,17:00,사직야구장,종료  NC  4  롯데  13,페넌트레이스,KBS N SPORTS
2024.06.03 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.06.04 화,18:30,수원 케이티위즈 파크,종료  한화  8  KT  2,페넌트레이스,MBC SPORTS+
2024.06.04 화,18:30,광주-기아 챔피언스필드,종료  롯데  6  KIA  0,페넌트레이스,SBS SPORTS
2024.06.04 화,18:30,창원NC파크,종료  두산  4  NC  1,페넌트레이스,KBS N SPORTS
2024.06.04 화,18:30,인천 SSG 랜더스 필드,종료  삼성  3  SSG  1,페넌트레이스,SPOTV2
2024.06.04 화,18:30,잠실야구장,종료  키움  11  LG  3,페넌트레이스,SPOTV
2024.06.05 수,18:30,수원 케이티위즈 파크,종료  한화  12  KT  2,페넌트레이스,MBC SPORTS+
2024.06.05 수,18:30,광주-기아 챔피언스필드,종료  롯데  9  KIA  3,페넌트레이스,SBS SPORTS
2024.06.05 수,18:30,창원NC파크,종료  두산  4  NC  3,페넌트레이스,KBS N SPORTS
2024.06.05 수,18:30,인천 SSG 랜더스 필드,종료  삼성  3  SSG  7,페넌트레이스,SPOTV2
2024.06.05 수,18:30,잠실야구장,종료  키움  2  LG  4,페넌트레이스,SPOTV
2024.06.06 목,14:00,광주-기아 챔피언스필드,종료  롯데  4  KIA  5,페넌트레이스,KBS 2TV
2024.06.06 목,14:00,인천 SSG 랜더스 필드,종료  삼성  0  SSG  4,페넌트레이스,SBS TV
2024.06.06 목,17:00,수원 케이티위즈 파크,종료  한화  6  KT  0,페넌트레이스,SBS SPORTS
2024.06.06 목,17:00,창원NC파크,종료  두산  8  NC  4,페넌트레이스,KBS N SPORTS
2024.06.06 목,17:00,잠실야구장,종료  키움  4  LG  8,페넌트레이스,MBC SPORTS+
2024.06.07 금,18:30,잠실야구장,종료  KIA  5  두산  6,페넌트레이스,KBS N SPORTS
2024.06.07 금,18:30,수원 케이티위즈 파크,종료  LG  8  KT  7,페넌트레이스,SPOTV
2024.06.07 금,18:30,한화생명 이글스 파크,종료  NC  6  한화  2,페넌트레이스,SBS SPORTS
2024.06.07 금,18:30,사직야구장,종료  SSG  7  롯데  11,페넌트레이스,MBC SPORTS+
2024.06.07 금,18:30,고척 스카이돔,종료  삼성  5  키움  7,페넌트레이스,SPOTV2
2024.06.08 토,17:00,잠실야구장,종료  KIA  8  두산  9,페넌트레이스,KBS N SPORTS
2024.06.08 토,17:00,수원 케이티위즈 파크,종료  LG  8  KT  2,페넌트레이스,SPOTV
2024.06.08 토,17:00,한화생명 이글스 파크,종료  NC  4  한화  2,페넌트레이스,SBS SPORTS
2024.06.08 토,17:00,사직야구장,경기취소  SSG  -  롯데  -,페넌트레이스,MBC SPORTS+
2024.06.08 토,17:00,고척 스카이돔,종료  삼성  3  키움  10,페넌트레이스,SPOTV2
2024.06.09 일,14:00,고척 스카이돔,종료  삼성  7  키움  1,페넌트레이스,SPOTV2
2024.06.09 일,14:00,사직야구장,종료  SSG  5  롯데  1,페넌트레이스,MBC SPORTS+
2024.06.09 일,17:00,잠실야구장,종료  KIA  8  두산  2,페넌트레이스,KBS N SPORTS
2024.06.09 일,17:00,수원 케이티위즈 파크,종료  LG  2  KT  11,페넌트레이스,SPOTV
2024.06.09 일,17:00,한화생명 이글스 파크,종료  NC  3  한화  3,페넌트레이스,SBS SPORTS
2024.06.09 일,17:49,사직야구장,종료  SSG  3  롯데  5,페넌트레이스,MBC SPORTS+
2024.06.10 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.06.11 화,18:30,잠실야구장,종료  한화  6  두산  1,페넌트레이스,SBS SPORTS
2024.06.11 화,18:30,인천 SSG 랜더스 필드,종료  KIA  6  SSG  7,페넌트레이스,KBS N SPORTS
2024.06.11 화,18:30,창원NC파크,종료  KT  6  NC  8,페넌트레이스,SPOTV2
2024.06.11 화,18:30,대구 삼성 라이온즈 파크,종료  LG  4  삼성  6,페넌트레이스,SPOTV
2024.06.11 화,18:30,사직야구장,종료  키움  5  롯데  2,페넌트레이스,MBC SPORTS+
2024.06.12 수,18:30,잠실야구장,종료  한화  4  두산  3,페넌트레이스,SBS SPORTS
2024.06.12 수,18:30,인천 SSG 랜더스 필드,종료  KIA  13  SSG  7,페넌트레이스,KBS N SPORTS
2024.06.12 수,18:30,창원NC파크,종료  KT  11  NC  8,페넌트레이스,SPOTV2
2024.06.12 수,18:30,대구 삼성 라이온즈 파크,종료  LG  4  삼성  5,페넌트레이스,SPOTV
2024.06.12 수,18:30,사직야구장,종료  키움  2  롯데  9,페넌트레이스,MBC SPORTS+
2024.06.13 목,18:30,잠실야구장,종료  한화  6  두산  9,페넌트레이스,SBS SPORTS
2024.06.13 목,18:30,인천 SSG 랜더스 필드,종료  KIA  1  SSG  7,페넌트레이스,KBS N SPORTS
2024.06.13 목,18:30,창원NC파크,종료  KT  3  NC  5,페넌트레이스,SPOTV2
2024.06.13 목,18:30,대구 삼성 라이온즈 파크,종료  LG  3  삼성  6,페넌트레이스,SPOTV
2024.06.13 목,18:30,사직야구장,종료  키움  10  롯데  18,페넌트레이스,MBC SPORTS+
2024.06.14 금,18:30,수원 케이티위즈 파크,종료  KIA  11  KT  1,페넌트레이스,KBS N SPORTS
2024.06.14 금,18:30,잠실야구장,종료  롯데  3  LG  5,페넌트레이스,SPOTV
2024.06.14 금,18:30,고척 스카이돔,종료  두산  6  키움  4,페넌트레이스,MBC SPORTS+
2024.06.14 금,18:30,한화생명 이글스 파크,종료  SSG  11  한화  4,페넌트레이스,SPOTV2
2024.06.14 금,18:30,창원NC파크,종료  삼성  7  NC  4,페넌트레이스,SBS SPORTS
2024.06.15 토,17:00,수원 케이티위즈 파크,종료  KIA  2  KT  1,페넌트레이스,KBS N SPORTS
2024.06.15 토,17:00,잠실야구장,종료  롯데  9  LG  8,페넌트레이스,SPOTV
2024.06.15 토,17:00,고척 스카이돔,종료  두산  4  키움  1,페넌트레이스,MBC SPORTS+
2024.06.15 토,17:00,한화생명 이글스 파크,종료  SSG  9  한화  1,페넌트레이스,SPOTV2
2024.06.15 토,17:00,창원NC파크,종료  삼성  4  NC  6,페넌트레이스,SBS SPORTS
2024.06.16 일,14:00,고척 스카이돔,종료  두산  2  키움  8,페넌트레이스,MBC SPORTS+
2024.06.16 일,17:00,수원 케이티위즈 파크,종료  KIA  3  KT  1,페넌트레이스,KBS N SPORTS
2024.06.16 일,17:00,잠실야구장,종료  롯데  8  LG  9,페넌트레이스,SPOTV
2024.06.16 일,17:00,한화생명 이글스 파크,종료  SSG  1  한화  4,페넌트레이스,SPOTV2
2024.06.16 일,17:00,창원NC파크,종료  삼성  4  NC  5,페넌트레이스,SBS SPORTS
2024.06.17 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.06.18 화,18:30,광주-기아 챔피언스필드,종료  LG  4  KIA  11,페넌트레이스,SBS SPORTS
2024.06.18 화,18:30,수원 케이티위즈 파크,종료  롯데  4  KT  6,페넌트레이스,KBS N SPORTS
2024.06.18 화,18:30,잠실야구장,종료  NC  2  두산  6,페넌트레이스,SPOTV2
2024.06.18 화,18:30,대구 삼성 라이온즈 파크,종료  SSG  8  삼성  3,페넌트레이스,SPOTV
2024.06.18 화,18:30,청주야구장,종료  키움  0  한화  3,페넌트레이스,MBC SPORTS+
2024.06.19 수,18:30,광주-기아 챔피언스필드,종료  LG  7  KIA  5,페넌트레이스,SBS SPORTS
2024.06.19 수,18:30,수원 케이티위즈 파크,종료  롯데  13  KT  5,페넌트레이스,KBS N SPORTS
2024.06.19 수,18:30,잠실야구장,종료  NC  7  두산  5,페넌트레이스,SPOTV2
2024.06.19 수,18:30,대구 삼성 라이온즈 파크,종료  SSG  2  삼성  13,페넌트레이스,SPOTV
2024.06.19 수,18:30,청주야구장,종료  키움  11  한화  14,페넌트레이스,MBC SPORTS+
2024.06.20 목,18:30,광주-기아 챔피언스필드,종료  LG  5  KIA  6,페넌트레이스,SBS SPORTS
2024.06.20 목,18:30,수원 케이티위즈 파크,종료  롯데  6  KT  7,페넌트레이스,KBS N SPORTS
2024.06.20 목,18:30,잠실야구장,종료  NC  0  두산  2,페넌트레이스,SPOTV2
2024.06.20 목,18:30,대구 삼성 라이온즈 파크,종료  SSG  0  삼성  4,페넌트레이스,SPOTV
2024.06.20 목,18:30,청주야구장,종료  키움  7  한화  0,페넌트레이스,MBC SPORTS+
2024.06.21 금,18:30,광주-기아 챔피언스필드,종료  한화  3  KIA  8,페넌트레이스,KBS N SPORTS
2024.06.21 금,18:30,잠실야구장,종료  KT  3  LG  2,페넌트레이스,SPOTV
2024.06.21 금,18:30,고척 스카이돔,종료  롯데  2  키움  5,페넌트레이스,MBC SPORTS+
2024.06.21 금,18:30,인천 SSG 랜더스 필드,종료  NC  3  SSG  2,페넌트레이스,SPOTV2
2024.06.21 금,18:30,대구 삼성 라이온즈 파크,종료  두산  4  삼성  7,페넌트레이스,SBS SPORTS
2024.06.22 토,17:00,광주-기아 챔피언스필드,경기취소  한화  -  KIA  -,페넌트레이스,KBS N SPORTS
2024.06.22 토,17:00,잠실야구장,경기취소  KT  -  LG  -,페넌트레이스,SPOTV
2024.06.22 토,17:00,고척 스카이돔,종료  롯데  6  키움  1,페넌트레이스,MBC SPORTS+
2024.06.22 토,17:00,인천 SSG 랜더스 필드,종료  NC  4  SSG  12,페넌트레이스,SPOTV2
2024.06.22 토,17:00,대구 삼성 라이온즈 파크,경기취소  두산  -  삼성  -,페넌트레이스,SBS SPORTS
2024.06.23 일,14:00,고척 스카이돔,종료  롯데  10  키움  2,페넌트레이스,MBC SPORTS+
2024.06.23 일,14:00,광주-기아 챔피언스필드,종료  한화  9  KIA  8,페넌트레이스,KBS N SPORTS
2024.06.23 일,14:00,대구 삼성 라이온즈 파크,종료  두산  4  삼성  7,페넌트레이스,SBS SPORTS
2024.06.23 일,14:00,잠실야구장,종료  KT  2  LG  7,페넌트레이스,SPOTV
2024.06.23 일,17:00,인천 SSG 랜더스 필드,종료  NC  18  SSG  6,페넌트레이스,SPOTV2
2024.06.23 일,17:45,잠실야구장,종료  KT  4  LG  3,페넌트레이스,SPOTV
2024.06.23 일,18:11,광주-기아 챔피언스필드,종료  한화  1  KIA  4,페넌트레이스,KBS N SPORTS
2024.06.23 일,18:20,대구 삼성 라이온즈 파크,종료  두산  4  삼성  10,페넌트레이스,SBS SPORTS
2024.06.24 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.06.25 화,18:30,사직야구장,종료  KIA  15  롯데  15,페넌트레이스,SPOTV2
2024.06.25 화,18:30,인천 SSG 랜더스 필드,종료  KT  6  SSG  1,페넌트레이스,SPOTV
2024.06.25 화,18:30,고척 스카이돔,종료  NC  5  키움  6,페넌트레이스,MBC SPORTS+
2024.06.25 화,18:30,한화생명 이글스 파크,종료  두산  4  한화  5,페넌트레이스,KBS N SPORTS
2024.06.25 화,18:30,잠실야구장,종료  삼성  0  LG  4,페넌트레이스,SBS SPORTS
2024.06.26 수,18:30,사직야구장,종료  KIA  4  롯데  6,페넌트레이스,SPOTV2
2024.06.26 수,18:30,인천 SSG 랜더스 필드,종료  KT  5  SSG  10,페넌트레이스,SPOTV
2024.06.26 수,18:30,고척 스카이돔,종료  NC  7  키움  10,페넌트레이스,MBC SPORTS+
2024.06.26 수,18:30,한화생명 이글스 파크,종료  두산  15  한화  8,페넌트레이스,KBS N SPORTS
2024.06.26 수,18:30,잠실야구장,종료  삼성  1  LG  2,페넌트레이스,SBS SPORTS
2024.06.27 목,18:30,사직야구장,종료  KIA  2  롯데  11,페넌트레이스,SPOTV2
2024.06.27 목,18:30,인천 SSG 랜더스 필드,종료  KT  16  SSG  8,페넌트레이스,SPOTV
2024.06.27 목,18:30,고척 스카이돔,종료  NC  7  키움  9,페넌트레이스,MBC SPORTS+
2024.06.27 목,18:30,한화생명 이글스 파크,종료  두산  3  한화  8,페넌트레이스,KBS N SPORTS
2024.06.27 목,18:30,잠실야구장,종료  삼성  2  LG  1,페넌트레이스,SBS SPORTS
2024.06.28 금,18:30,사직야구장,종료  한화  4  롯데  6,페넌트레이스,MBC SPORTS+
2024.06.28 금,18:30,창원NC파크,종료  LG  2  NC  8,페넌트레이스,KBS N SPORTS
2024.06.28 금,18:30,잠실야구장,종료  SSG  0  두산  10,페넌트레이스,SPOTV
2024.06.28 금,18:30,수원 케이티위즈 파크,종료  삼성  4  KT  5,페넌트레이스,SBS SPORTS
2024.06.28 금,18:30,광주-기아 챔피언스필드,종료  키움  17  KIA  6,페넌트레이스,SPOTV2
2024.06.29 토,17:00,사직야구장,경기취소  한화  -  롯데  -,페넌트레이스,MBC SPORTS+
2024.06.29 토,17:00,창원NC파크,경기취소  LG  -  NC  -,페넌트레이스,KBS N SPORTS
2024.06.29 토,17:00,잠실야구장,종료  SSG  6  두산  0,페넌트레이스,SPOTV
2024.06.29 토,17:00,수원 케이티위즈 파크,경기취소  삼성  -  KT  -,페넌트레이스,SBS SPORTS
2024.06.29 토,17:00,광주-기아 챔피언스필드,경기취소  키움  -  KIA  -,페넌트레이스,SPOTV2
2024.06.30 일,14:00,사직야구장,경기취소  한화  -  롯데  -,페넌트레이스,MBC SPORTS+
2024.06.30 일,14:00,창원NC파크,경기취소  LG  -  NC  -,페넌트레이스,KBS N SPORTS
2024.06.30 일,14:00,광주-기아 챔피언스필드,경기취소  키움  -  KIA  -,페넌트레이스,SPOTV2
2024.06.30 일,14:00,수원 케이티위즈 파크,종료  삼성  2  KT  2,페넌트레이스,SBS SPORTS
2024.06.30 일,17:00,사직야구장,경기취소  한화  -  롯데  -,페넌트레이스,MBC SPORTS+
2024.06.30 일,17:00,창원NC파크,종료  LG  9  NC  6,페넌트레이스,KBS N SPORTS
2024.06.30 일,17:00,잠실야구장,종료  SSG  3  두산  1,페넌트레이스,SPOTV
2024.06.30 일,17:00,광주-기아 챔피언스필드,경기취소  키움  -  KIA  -,페넌트레이스,SPOTV2
